title,content_img,content_text,choices_1,choices_2,choices_3,choices_4,answer
.다음 중 엔터티의 특징에 포함되지 않는 것은?,,, 반드시 해당 업무에서 필요하고 관리하고자 하는 정보이어야 한다., 유리한 식별자에 의해 식별이 가능해야 한다., 엔터티는 속성이 없어도 된다., 엔터티는 업무 프로세스에 의해 이용되어야 한다.,정답 : 엔터티는 속성을 2개 이상 가지고 있어야 한다.
.다음 서브쿼리에 대한 설명 중 틀린 것을 고르시오.,,, 상호연관 서브쿼리는 처리 속도가 가장 빠르기 때문에 최대한 활용하는 것이 좋다., TOP-N 서브쿼리는 INLINE VIEW의 정렬된 데이터를 ROWNUM을 이용해 결과 행 수를 제한하거나 TOP (N) 조건을 사용하는 서브쿼리이다.," INLINE VIEW는 FROM절에 사용되는 서브쿼리로서 실질적인 OBJECT는 아니지만, SQL 문장에서 마치 VIEW나 테이블처럼 사용되는 서브쿼리이다."," 다중행 연산자는 IN, ANY, ALL이 있으며 서브쿼리의 결과로 하나 이상의 데이터가 RETURN되는 서브쿼리이다.",정답 : 상호 연관 서브쿼리는 서브쿼리가 메인쿼리의 행 수 만큼 실행되는 쿼리로서 실행 속도가 상대적으로 떨어지는 SQL 문장이다. 그러나 복잡한 일반 배치 프로그램을 대체할 수 있기 때문에 조건에 맞는다면 적극적인 검토가 필요하다.
".다음의 데이터베이스에서 ‘부양가족을 2명 이상 가진 사원의 사번(eno), 성명(ename), 부양가족 수를 검색’하는 질의를 SQL로 적절하게 표현한 것은?",,," SELECT eno, ename, count(*)FROM employee e, dependent dWHERE e.eno = d.eno and count(*) >= 2GROUP BY d.eno;"," SELECT e.eno, e.ename, count(*)FROM employee e, dependent dWHERE EXISTS (SELECT * FROM dependentGROUP BY enoHAVING count(*) >= 2)GROUP BY e.eno, e.ename;"," SELECT e.eno, e.ename, t.cntFROM employee e, (SELECT eno, count(*) as cntFROM dependent GROUP BYeno HAVING count(*) >= 2) tWHERE e.eno = t.eno;"," SELECT e.eno, e.ename, count(*)FROM employee e, dependent dWHERE e.eno = d.enoGROUP BY e.eno, e.enameHAVING count(*) >= 3;",정답 :
.다음 주어진 그룹 함수와 동일한 결괏값을 반환하는 그룹 함수를 고르시오.,,," GROUP BY ROLLUP(DEPTNO, JOB);"," GROUP BY (DEPTNO, JOB, (DEPTNO, JOB), ());"," GROUP BY DEPTNO UNION ALL GROUP BY JOB UNION ALL GROUP BY (DEPTNO, JOB);"," GROUP BY GROUPING SETS (DEPTNO, JOB, (DEPTNO, JOB), ());",정답 : 그룹 함수 중 CUBE는 CUBE 함수에 제시된 칼럼에 대해서 결합 가능한 모든 집계를 계산한다.
.다음의 SQL문은 파티션별 윈도우의 전체건수에서 현재 행보다 작거나 같은 건수에 대해서 누적백분율을 구하는 SQL문이다. ( ㄱ )에 올바른 윈도우 함수는?,,, NTILE( ), LEAD( ), LAG( ), CUME_DIST( ),정답 : CUME_DIST 함수는 주어진 그룹에 대한 상대적인 누적분포도 값을 반환하는 것으로 분포도 값(비율)은 0 초과 1 이하 사이의 값이다.
.다음 중 분산 데이터베이스의 특징으로 가장 부적절한 것은?,,," 지역 자치성, 점증적 시스템 용량 확장", 빠른 응답 속도와 통신 비용 절감, 오류의 잠재성 증대, 처리 비용의 감소,정답 : 분산 데이터베이스는 네트워크에 떨어져 있는 데이터베이스를 구축하고 관리해야 하기 때문에 처리비용이 증가한다.
".도서(도서번호, 도서제목, 출판사명, 발행연도) 테이블에서, 2000년 이후에 10권 이상의 책을 발행한 출판사의 이름을 중복 없이 출력하는 SQL문으로 옳은 것은? (단, 출판사명이 동일한 출판사는 존재하지 않는 것으로 가정한다. 도서번호는 도서 테이블의 기본키이다)",,, SELECT 출판사명 FROM 도서 WH-ERE 발행연도 >= 2000ORDER BY COUNT(도서번호) >= 10;, SELECT 출판사명 FROM 도서 WH-ERE 발행연도 >= 2000AND COUNT(도서번호) >= 10 GR-OUP BY 출판사명;, SELECT 출판사명 FROM 도서 WH-ERE COUNT(도서번호) >= 10GROUP BY 출판사명 HAVING 발행연도 >= 2000;, SELECT 출판사명 FROM 도서 WH-ERE 발행연도 >= 2000GROUP BY 출판사명 HAVING CO-UNT(도서번호) >= 10;,정답 : 문제에서 10권 이상 구매한 사람을 출력하기 위해서 “HAVING COUNT(도서번호)>=10”의 HAVING절을 추가하고 발행연도가 2000 이후 이므로 WHERE절에 “발행연도 >=2000”을 넣어야 한다. 또한 출판사명은 이름에 중복이 없어야 하므로 GROUP BY구로 “출판사명”을 추가하면 된다.
.다음의 SQL문에 대한 설명으로 올바르지 않은 것은?,,, SAL칼럼은 급여가 큰 순으로 조회된다., JOB별로 SAL이 큰 등수가 조회된다.," RANK( ) 함수를 사용했으므로 급여가 동일한 사람이 있다면, 조회 순서에 따라서 1등과 2등으로 표시된다.", PARTITION문을 사용해서 해당 파티션 내에서 순위를 계산한다.,정답 : RANK() 함수를 사용할 경우 급여가 동일한 사람이 있을 때 같은 등수로 조회된다.
.다음의 SQL문 실행 결과는 무엇인가?,,, NULL, 1, X, 공집합,정답 : SQL문에서 NULL과 NULL을 비교할 수가 없다. 만약 NULL 값을 조회하려면 is null을 사용해야 하고 NULL이 아닌 것을 조회하려면 is not null을 사용해야 한다.
그룹 내 순위 관련 WINDOW 함수의 특징으로 올바르지 않은 것을 고르시오.,,,RANK 함수는 동일한 값에 대해서는 동일한 순위를 부여한다.,"DENSE_RANK 함수는 RANK 함수와 흡사하며, 동일한 순위를 하나의 건수로 취급한다.",RCUMM_RANK 함수는 누적된 순위를 부여한다.,"RANK 함수가 동일한 값에 대해서는 동일한 순위를 부여하는 데 반해, ROW_NUMBER 함수는 고유한 순위를 부여한다.",정답 : RCUMM_RANK는 존재하지 않는 함수이다.
그룹 내 순위 관련 WINDOW 함수의 특징으로 틀린 것은?,,,RANK 함수는 동일한 값에 대해서는 동일한 순위를 부여한다(같은 등수에 여럿이 존재하는 경우 등수가 SKIP될 수 있음).,RANK 함수는 동일한 값에 대해서는 동일한 순위를 부여한다(같은 등수에 여럿이 존재하는 경우 등수가 SKIP될 수 있음).,RANK 함수는 동일한 값에 대해서는 동일한 순위를 부여한다(같은 등수에 여럿이 존재하는 경우 등수가 SKIP될 수 있음).,RANK 함수는 동일한 값에 대해서는 동일한 순위를 부여한다(같은 등수에 여럿이 존재하는 경우 등수가 SKIP될 수 있음).,"정답 : 그룹 내 순위 관련 WINDOW FUNCTION으로는 RANK, DENSE_RANK, ROW_NUMBER 함수가 있고, ④번은 DENSE_RANK 함수에 대한 설명이며, CUMM_RANK 함수는 존재하지 않는다."
일반적으로 FROM절에 정의된 후 먼저 수행되어 SQL 문장 내에서 절차성을 주는 효과를 볼 수 있는 것은 어떤 유형의 서브쿼리 문장인가?,,,SCALAR SUBQUERY,INLINE VIEW,CORRELATED SUBQUERY,NESTED SUBQUERY,정답 : FROM절에 정의된 서브쿼리는 INLINE VIEW이다. INLINE VIEW는 일반적으로 메인쿼리보다 먼저 수행되므로 SQL 문장 내에서 절차성을 주는 효과를 얻을 수 있다.
다음의 SQL문에 대한 설명으로 올바르지 않은 것은?,,, ㄱ은 부서별 합계를 출력한다., ㄱ과 ㄴ의 결과 행 수는 동일하다., ㄴ은 부서별 합계와 그룹별 전체합계가 출력된다., ㄱ의 SQL문은 전체합계는 출력되지 않는다.,정답 : ㄱ과 ㄴ의 SQL문의 행 수는 다르다. 왜냐하면 ROLLUP은 전체합계가 추가적으로 출력된다.
데이터 모델링에 대한 단계 중 아래에서 설명하는 단계는 어떤 단계의 모델링인가?,,, 물리적 데이터 모델링, 논리적 데이터 모델링, 개념적 데이터 모델링, 추상적 데이터 모델링,"정답 : •전사적 관점에서 기업의 데이터를 모델링한다.•추상화 수준이 가장 높은 모델링이다.•계층형 데이터 모델, 네트워크 모델, 관계형 모델에 관계없이 업무 측면에서 모델링을 한다."
다음 중 분산 데이터베이스의 투명성(Transparency)에 속하지 않는 것은?,,, 분할 투명성, 병행 투명성, 중복 투명성, 병렬 투명성,"정답 : 분산 데이터베이스의 투명성의 종류에는 분할 투명성, 위치 투명성, 지역 투명성, 중복(복제) 투명성, 병행 투명성, 장애 투명성이 있다."
4개의 테이블로부터 필요한 칼럼을 조회하려고 한다. 최소 몇 개의 JOIN 조건이 필요한가?,,, 2개, 3개, 4개, 5개,정답 : 여러 테이블로부터 원하는 데이터를 조회하기 위해서는 전체 테이블 개수에서 최소 N-1개 만큼의 JOIN 조건이 필요하다.
Nested Loop 방식의 조인 절차로 옳은 것을 고르시오.,,, (1) → (2) → (4) → (3), (3) → (2) → (1) → (4), (4) → (2) → (3) → (1), (4) → (3) → (2) → (1),정답 :
다음 설명 중 맞는 것은 무엇인가?,,, 모든 자료는 실질적으로 테이블에 저장되며 테이블에 있는 자료들을 꺼내 볼 수 있다., 데이터베이스 내에 테이블이란 존재하지 않는다., 아주 복잡한 자료도 테이블은 하나만 만드는 것이 바람직하다., 데이터베이스에는 단 한 개의 테이블만 존재할 수 있다.,"정답 : 데이터베이스에는 자료의 성격에 따라 N개의 테이블을 생성한다. 모든 자료들은 테이블에 입력되며 조회, 수정, 삭제할 수 있다."
.다음 개념에 해당하는 관계는 무엇인가?,,, 식별자 관계(Identifying Relationship), 비식별자 관계(Non-Identifying Relationship), 일반 속성 관계(Attribute Relationship), 외부 식별 관계(Foreign Key Relationship),정답 : 부모 엔터티로부터 속성을 받았지만 자식 엔터티의 주식별자로 사용하지 않고 일반적인 속성으로만 사용하는 것은 비식별자 관계(Non-Identifying Relationship)에 대한 설명이다.
.다음의 SQL문은 파티션별 윈도우의 전체건수에서 현재 행보다 작거나 같은 건수에 대해서 누적백분율을 구하는 SQL문이다. ( ㄱ )에 올바른 윈도우 함수는?,,, NTILE( ), LEAD( ), LAG( ), CUME_DIST( ),정답 : CUME_DIST 함수는 주어진 그룹에 대한 상대적인 누적분포도 값을 반환하는 것으로 분포도 값(비율)은 0 초과 1 이하 사이의 값이다.
.옵티마이저에 대한 설명으로 적절하지 않은 것은?,,, 옵티마이저는 질의에 대해 실행 계획을 생성한다., 비용 기반 옵티마이저는 적절한 인덱스가 존재하면 반드시 인덱스를 사용한다., 규칙 기반 옵티마이저에서 제일 낮은 우선순위는 전체 테이블 스캔이다., 비용 기반 옵티마이저는 비용 계산을 위해 다양한 통계정보를 사용한다.,정답 : 비용 기반 옵티마이저는 비용을 기반으로 최적의 작업을 수행한다. 따라서 인덱스 스캔보다 전체 테이블 스캔이 비용이 낮다고 판단하면 적절한 인덱스가 존재하더라도 전체 테이블 스캔으로 SQL문을 수행할 수 있다.
.다음 주어진 테이블에 대해서 아래와 같은 결과값이 반환되도록 아래 SQL문의 빈칸에 들어갈 것을 고르시오.,https://cbt.youngjin.com/upload/sqld/72.png,," max(COL2), min(COL2), sum(COL1)"," max(COL1), min(COL2), sum(COL2)"," max(COL1), min(COL2), sum(COL1)"," min(COL1), max(COL2), max(COL1)","정답 : A 속성은 COL1의 최댓값, B 속성은 COL2의 최솟값, C 속성은 COL1 속성의 합이다."
.서브쿼리에 대한 설명으로 올바르지 않은 것은?,,, 서브쿼리는 괄호를 사용해서 SELECT문을 감싸서 사용하는 것이다., 서브쿼리는 비교 연산자와 함께 사용이 가능하다., 메인쿼리는 서브쿼리의 칼럼을 쓸 수 없다.," 서브쿼리는 SELECT절, FROM절, WHERE절 등에서 사용이 가능하다.",정답 : 서브쿼리의 한 종류인 인라인뷰(Inline view)의 칼럼을 메인 쿼리에서 사용이 가능하다.
.다음 과일 테이블에 대한 SQL문 내의 비교조건을 해석한 것으로 올바르지 않은 것은?,https://cbt.youngjin.com/upload/sqld/131.png,, “21 NOT IN (SELECT 과일코드 FROM과일)”은 참이다., “19 < ANY (SELECT 과일코드 FROM 과일)”은 거짓이다., “15 < ALL (SELECT 과일코드 FROM 과일)”은 참이다., “19=ALL(SELECT 과일코드 FROM 과일)” 거짓이다.,정답 : ALL은 전부 일치하는 것만 출력하는 것으로 AND라고 생각하면 되고 ANY는 OR로 생각하면 된다.
.다음 중 테이블명으로 가능한 것은 무엇인가?,,, EMP-100, 100EMP, EMP100, 100_EMP,정답 : 테이블명과 칼럼명은 반드시 문자로 시작해야 한다.
.어떠한 데이터 타입도 사용이 가능한 집계 함수는 어느 것인가?,,, AVG, SUM, COUNT, STDDEV,"정답 : 집계 함수는 집합에 대한 정보를 제공하므로 주로 숫자 유형에 사용된다. 추가로 MAX, MIN, COUNT 함수는 숫자 유형만 아니라 문자 유형, 날짜 유형에도 적용이 가능한 함수이다."
.다음의 내용 중에서 ROWNUM을 올바르게 사용하지 않은 것은?,,," SELECT ROWNUM, ENAME FROM EMP;", SELECT EMPNO FROM EMP WHERE ROWNUM=1;, SELECT ENAME FROM EMP WHERE ROWNUM=2;, SELECT DEPTNO FROM EMP WHERE ROWNUM < 10;,"정답 : ROWNUM은 SELECT문에서 행이 인출될 때 행에 부여되는 일렬번호이다. 만약 ROWNUM을 1, 2, 3, 4 등으로 인출하고 조건에 부여하려면 인라인 뷰를 사용해야 한다."
.다음 주어진 테이블에서 아래와 같은 결과가 반환되도록 SQL문의 빈칸에 들어갈 올바른 것을 고르시오.,https://cbt.youngjin.com/upload/sqld/64.png,," (ㄱ) 남성의류, (ㄴ) 남성의류 = 여성의류;"," (ㄱ) 여성의류, (ㄴ) 여성의류 = 남성의류;"," (ㄱ) 여성의류 IS NULL, (ㄴ) 남성의류 = 여성의류;"," (ㄱ) 남성의류 IS NULL, (ㄴ) 여성의류 = 남성의류;","정답 : 결괏값에서 남성의류 속성값이 NULL부터 시작하므로 ㄱ. 보기에는 남성의류 IS NULL이 와야 한다. 남성의류를 상위계층, 여성의류를 하위계층으로 하며 각 남성의류별 여성의류값이 계층적으로 조회되므로 ㄴ. 보기에는 여성의류 = 남성의류가 와야 한다."
.다음 설명 중 적절한 것은 무엇인가?,,, 인덱스는 인덱스 구성 칼럼으로 항상 오름차순으로 정렬된다., 비용 기반 옵티마이저는 인덱스 스캔이 항상 유리하다고 판단한다., 규칙 기반 옵티마이저는 적절한 인덱스가 존재하면 항상 인덱스를 사용하려고 한다., 인덱스 범위 스캔은 항상 여러 건의 결과가 반환된다.,정답 : • 인덱스는 내림차순으로 생성 및 정렬된다.• 비용적인 측면에서는 전체 테이블 스캔이 유리할 수 있다.• 규칙 기반 옵티마이저의 규칙에 따라 적절한 인덱스가 존재하면 전체 테이블 스캔보다는 항상 인덱스를 사용하려고 한다.• 인덱스 범위 스캔은 결과 건수만큼 반환한다. 결과가 없으면 한 건도 반환하지 않을 수 있다.
.다음 SQL 문장 중 COLUMN1의 값이 널(NULL)이 아닌 경우를 찾아내는 문장으로 가장 적절한 것은?,,, SELECT * FROM T_TEST WHERE COLUMN1 IS NOT NULL;, SELECT * FROM T_TEST WHERE COLUMN1 < > NULL;, SELECT * FROM T_TEST WHERE COLUMN1 != NULL;, SELECT * FROM T_TEST WHERE COLUMN1 NOT NULL;,정답 : SELECT문으로 NULL 값을 조회하려면 IS NULL을 사용하고 NULL이 아닌 것을 조회하려면 IS NOT NULL을 사용해야 한다.
