,category,tag,title,content_img,content_text,choices_1,choices_2,choices_3,choices_4,commentary,answer_number
153,,,"아래 ERD를 참고하여, 다음 SQL을 작성하였을 때 이들 중 실행 결과가 다른 하나는?",https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j650-1.png,,SELECT C.CUSTOMER_ID FROM CUSTOMERS C WHERE C.WEDDING_TYPE = 'Y' AND C.GENDER = 'F' AND TRUNC((SYSDATE - BIRTHDAY)/365) BETWEEN 40 AND 50 AND EXISTS (SELECT 'X' FROM ORDERS O WHERE C.CUSTOMER_ID = O.CUSTOMER_ID);,SELECT C.CUSTOMER_ID FROM CUSTOMERS C WHERE C.WEDDING_TYPE = 'Y' AND C.GENDER = 'F' AND TRUNC((SYSDATE - BIRTHDAY)/365) BETWEEN 40 AND 50 AND C.CUSTOMER_ID IN (SELECT O.CUSTOMER_ID FROM ORDERS O);,"SELECT C.CUSTOMER_ID FROM CUSTOMERS C, (SELECT O.CUSTOMER_ID, COUNT(O.PROMOTION_ID) AS ORD_CNT FROM ORDERS O GROUP BY O.CUSTOMER_ID HAVING COUNT(O.PROMOTION_ID) >= 1) I WHERE C.CUSTOMER_ID = I.CUSTOMER_ID AND C.WEDDING_TYPE = 'Y' AND C.GENDER = 'F' AND TRUNC((SYSDATE - BIRTHDAY)/365) BETWEEN 40 AND 50;","SELECT DISTINCT C.CUSTOMER_ID FROM CUSTOMERS C, ORDERS O WHERE C.CUSTOMER_ID = O.CUSTOMER_ID AND C.WEDDING_TYPE = 'Y' AND C.GENDER = 'F' AND TRUNC((SYSDATE - BIRTHDAY)/365) BETWEEN 40 AND 50;","2번 보기를 제외한 모든 지문은 기혼 40대 여성 중 구매이력이 있는 고객의 고객아이디를 출력하는 문장이다. 실제 구매이력은 ORDERS에 있기 때문에 ORDERS의 CUSTOMER_ID 값에 존재하는지를 확인하여 구매자의 고객번호를 특정할 수 있다. 이는 INNER JOIN, IN, EXISTS 연산자로 구현 가능한데, 2번 보기의 경우 인라인 뷰의 결과 PROMOTION_ID 가 1 이상인 상품을 구매한 고객 아이디만 특정하기 때문에 전체 상품 구매를 기준으로 출력하는 다른 보기와는 결과값이 다르게 출력된다.",3
154,,,다음 주어진 테이블에 대해서 아래와 같은 결과값이 나오도록 SQL문의 빈칸에 들어갈 수 있는 내용을 고르시오.,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j531-1.png,"SELECT DEPTNO, JOB, SUM(SAL) FROM T_TEST GROUP BY ( );","CUBE(DEPTNO, JOB)","ROLLUP(DEPTNO, JOB)","GROUPING SETS(DEPTNO, JOB)","DEPTNO, JOB","집계결과는 DEPTNO별 합계, JOB별 합계, DEPTNO 및 JOB별 합계, 전체합계가 조회되고 Rollup이 와야 한다.",2
155,,,다음 주어진 테이블에서 아래의 SQL문을 수행하였을 때의 결과가 RESULT와 같을 때 SQL문의 빈칸으로 올바른 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j375-1.png,"SELECT DNMAE,JOB,SUM(SAL) FROM Mytest GROUP BY ( )",CUBE(JOB),GROUPING SETS(JOB),"ROLLUP(DNAME,JOB)","CUBE(DNAME,JOB)","결괏값을 보면 1.DNAME, JOB별 소계 2.DNAME별 소계 3.JOB별 소계 4.전체 집계 등 모든 조합 가능한 소계와 집계가 조회되었으므로 빈칸에 들어갈 그룹 함수는 CUBE이다.",4
156,,,다음의 SQL문을 실행한 결과로 올바른 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j377-1.png,SELECT COUNT(C1) FROM Mytest,4,3,2,1,COUNT(C1)은 NULL 값은 제외된다. 따라서 3개가 된다.,2
157,,,다음 SQL 실행 결과로 가장 알맞은 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j609-1.png,"SELECT DNAME, FIRST_VALUE(NAME) OVER(PARTITION BY DNAME ORDER BY SAL) AS VALUE1, LAST_VALUE(NAME) OVER(PARTITION BY DNAME ORDER BY SAL) AS VALUE2 FROM TAB1;",,,,,"FIRST_VALUE, LAST_VALUE는 ORDER BY 컬럼 순서대로 범위 내 가장 처음 값과 마지막 값을 리턴하는 함수인데, 이때 기본 범위는 RANGE UNBOUNDED PRECEDING AND CURRENT ROW이다. 따라서 같은 DNAME 내 SAL 순서대로 가장 앞에 있는 이름은 아시아지부의 경우 홍길동, 남유럽지부의 경우 김길동이 된다. 하지만 각 행마다 LAST_VALUE를 구할 때 범위가 처음부터 현재 행까지만 고려해서 마지막 값을 리턴하기 때문에 항상 현재 행의 값이 마지막 값이 되므로 각 행의 값이 리턴된다.",1
158,,,자재발주 테이블에 SQL을 수행하여 아래와 같은 결과를 얻었다. 다음 중 (ㄱ)에 들어갈 문장으로 옳은 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j128-1.png,,"GROUP BY GROUPING SETS (자재번호, (발주처ID, 발주일자))","GROUP BY GROUPING SETS (자재번호, 발주처ID, 발주일자)","GROUP BY CUBE (자재번호, 발주처ID, 발주일자)","GROUP BY CUBE (자재번호, (발주처ID, 발주일자))","집계 그룹 함수에는 ROLLUP, CUBE, GROUPING SETS 함수가 있다.문제의 결과 데이터는 (자재번호별) SUB TOTAL과 (자재번호, 발주처별) SUB TOTAL을 출력하고 있다. GROUPING SETS 함수를 사용하여 입력된 인수들에 대한 개별 집계를 구할 수 있으며, CUBE 함수의 경우는 나열된 모든 인수의 결합 가능한 집계가 출력 된다.그러므로 위의 문제에서는 GROUP BY GROUPING SETS(자재번호, (발주체D, 발주일자)) 가 되어야 한다.",1
159,,,아래와 같은 데이터 모델어서 데이터를 조작히려고 한다. 다음 중 오류가 발생하는 SQL 문장인 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j54-1.png,,UPDATE BOARD SET BOARD_ID = 200 WHERE BOARD_ID = '100';,UPDATE BOARD SET USE_YN = 'N' WHERE BOARD_ID = '1';,"INSERT INTO BOARD (BOARD_ID, BOARD_NM, USE_YN, BOARD_DESC) VALUES ('100', 'FAQ', 'Y', 'FAQ 게시판');","INSERT INTO BOARD VALUES (1, 'Q&A', 'Y', SYSDATE, 'Q&A 게시판');",,3
160,,,다음 주어진 테이블에 대해서 아래의 SQL문을 실행하였을 때의 결과로 올바른 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j498-1.png,"SELECT C1, C2, CASE WHEN C2 <= 100 THEN 'B' WHEN C2 <= 300 THEN 'A' ELSE 'S' END GRADE FROM test19 ORDER BY C2;",,,,,"C2 값으로 오름차순 정렬하고 CASE문으로 B,A,S 등급을 부여한다. 전체등급이 300점을 넘는 등급이 없기 때문에 S등급은 없고 C1의 6번만 A등급을 받는다.",4
161,,,다음 SQL의 실행 결과를 얻기 위한 빈칸에 들어갈 값으로 가장 적절한 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j711-1.png,"SELECT * FROM TAB1 UNPIVOT (_____ FOR _____ IN (""2023"", ""2024""));","판매량, 판매량","성별, 판매량","성별, 연도","판매량, 연도","첫 번째 밑줄은 10, 20, 30, 40 값이 쌓여 하나의 컬럼을 이룰 때 컬럼명을 나타내는 자리이므로 판매량, 두 번째 밑줄은 2023, 2024를 넣을 컬럼명을 의미하므로 연도가 적절하다.",4
162,,,다음 SQL 중 실행 결과가 다른 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j588-1.png,,"SELECT CASE SUBSTR(JUMIN, 7, 1) WHEN '1' THEN '남자' ELSE '여자' END FROM TAB1;","SELECT CASE SUBSTR(JUMIN, 7, 1) WHEN 1 THEN '남자' ELSE '여자' END FROM TAB1;","SELECT CASE WHEN SUBSTR(JUMIN, 7, 1) = 1 THEN '남자' ELSE '여자' END FROM TAB1;","SELECT DECODE(SUBSTR(JUMIN, 7, 1), '1', '남자', '여자') FROM TAB1;",CASE 문 축약형 문법(비교 대상이 CASE 와 WHEN 사이에 있는)은 반드시 비교 대상과 비교 상수의 데이터 타입이 일치해야 한다. SUBSTR 결과는 항상 문자로 출력되므로 숫자 상수와 비교하는 3 번 지문은 에러가 발생하여 출력되지 않는다.,2
163,,,"부서와 사원 테이블을 생성하는 SQL 문장을 수행한 후 튜플 삽입으로 두 테이블의 상태가 다음과 같을 때, 테이블 연산 수행에 대한 설명으로 올바르지 않은 것은?",https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j249-1.png,,"부서 테이블에 (1,'연구부') 튜플을 삽입한다면 참조 무결성 제약조건을 위배한다.","사원 테이블에 (14,'김유신',0) 튜플을 삽입한다면 참조 무결성 제약조건을 위배한다.","사원 테이블에 (13,'강감찬','A1') 튜플을 삽입한다면 도메인 무결성 제약조건을 위배한다.","부서 테이블에서 (2,'영업부') 튜플을 삭제한다면 참조 무결성 제약조건을 위배한다.","부서 테이블은 마스터 테이블이므로 사원 테이블에 없는 부서번호 등을 자유롭게 입력할 수 있다. 따라서 부서 테이블에 (1,""연구부"")을 입력하는 것은 참조 무결성 위배가 아니다. 단, 부서테이블에 부서번호 칼럼은 PRIMARY KEY이므로 중복값이 입력되면 안된다. 즉, 이미 부서번호가 1인 대상이 있으므로, 무결성 제약 조건에 위배된다.",1
164,,,다음 주어진 테이블에서 아래의 SQL문과 다른 값을 반환하는 SQL문을 고르시오.,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j198-1.png,,select * from SQLD_66 where (COL1 = 'x' or COL1 ='가') and (COL2 ='y' or COL2 ='나');,"select * from SQLD_66 where not (COL1, COL2) in (('A', 'B'),('다','라'),('a', 'b'),('1', '2'));",select * from SQLD_66 where not (COL1 ='x' and COL2 = 'y') or (COL1 ='가' and COL2 ='나');,select * from SQLD_66 where not (COL1 ='x' and COL2 = '가') or (COL1 ='y' and COL2 ='나');,"위의 SQL문은 COL1과 COL2 값을 각각 (x,y), (가,나)를 갖는 행들이 반환되지만 ④번은 COL1과 COL2 값으로 각각 (x,가), (y,나) 값을 갖는 행들이 반환한다.",4
165,,,"{학번, 과목번호}는 결정자이면서 기본키이고 {성적, 지도교수명, 학과명}은 종속자이다. 속성 중 과목번호가 결정자이고 {지도교수명, 학과명}이 과목번호에만 함수적 종속성을 가진다면 이는 몇 차 정규형에 속하고 몇 차정규화의 대상인가?",https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j160-1.png,,보이스-코드 정규화-4차정규화 대상,3차정규형-보이스-코드 정규화 대상,1차정규형-2차정규화 대상,2차정규형-3차정규화 대상,결정자 중 일부 속성에만 함수 종속성을 가지고 있는 것은 2차정규형을 위반한 사례에 해당한다.,3
166,,,다음은 ABC 증권회사의 데이터베이스 모델링이다. 모델링은 고객과 계좌 간의 관계를 표현한 것이다. 보기 중에서 그 설명이 올바르지 않은 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j446-1.png,,한 명의 고객에게 하나의 고객등급만 부여된다.,고객마스터와 계좌마스터의 관계는 식별 관계이다.,계좌번호는 전체 고객마다 유일한 번호가 부여된다.,계좌를 개설하지 않은 고객은 ABC증권회사의 고객이 될 수가 없다.,"계좌마스터의 기본키가 계좌번호와 고객번호이므로 전체 고객에게 유일한 번호가 할당되는 것은 아니다. 즉, 고객별 유일한 계좌번호가 된다.",3
167,,,다음 SQL의 실행 결과로 가장 적절한 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j84-1.png,,,,,,,3
168,,,주어진 테이블에 대해서 아래의 SQL문을 수행하였을 때의 결과로 올바른 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j512-1.png,SELECT COUNT(*) FROM TEST39 GROUP BY COL1 HAVING COUNT(*)>2;,6,5,3,,"COL1 칼럼으로 GROUP BY를 할 경우 행 수가 2건 보다 많은 것은 4,5,6행이다.",3
169,,,다음 SQL의 실행 결과로 맞는 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j89-1.png,,6,4,2,0,,2
170,,,다음 결과를 출력하는 SQL 문으로 가장 적절한 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j789-1.png,,"SELECT COUNT(DECODE(COL2, 10, 'O', 'X')) AS CNT10, COUNT(DECODE(COL2, 20, 'O', 'X')) AS CNT20 FROM TAB1;","SELECT SUM(DECODE(COL2, 10, 'O', 'X')) AS CNT10, SUM(DECODE(COL2, 20, 'O', 'X')) AS CNT20 FROM TAB1;","SELECT COUNT(DECODE(COL2, 10, 1, 0)) AS CNT10, COUNT(DECODE(COL2, 20, 1, 0)) AS CNT20 FROM TAB1;","SELECT SUM(DECODE(COL2, 10, 1, 0)) AS CNT10, SUM(DECODE(COL2, 20, 1, 0)) AS CNT20 FROM TAB1;","특정 대상의 수를 세려면 COUNT는 세고자 하는 값이 어떤 값이든 존재(1이나 'X' 등)하면 되고, 반대로 세지 않을 값은 반드시 NULL이어야 한다. SUM은 세고자 하는 값이 1이고, 나머지는 NULL이거나 0이면 된다. 따라서 해당 조 건에 만족하는 문장은 1번이다.",4
171,,,다음의 ERD는 교차 엔터티를 보여주고 있다. 교차 엔터티로 올바른 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j464-1.png,,"학생, 과목",수강,과목,학생,교차 엔터티는 M:N 관계를 해소하기 위해서 사용되는 엔터티와 학생과 과목 간의 M:N 관계를 해소하기 위해서 수강이라는 교차 엔터티가 사용되었다.,2
172,,,아래 SQL 중 수행이 정상적이지 않은 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j606-1.png,,"(SELECT TO_CHAR(EMPNO) AS EMPNO, ENAME, SAL FROM EMP UNION SELECT EMPLOYEE_ID AS EMPNO, NAME, SALARY FROM EMPLOYEES) ORDER BY EMPNO;","SELECT TO_CHAR(EMPNO) AS EMPNO, ENAME, SAL FROM EMP UNION SELECT EMPLOYEE_ID, NAME, SALARY FROM EMPLOYEES ORDER BY EMPNO;","SELECT ENAME, SAL FROM EMP MINUS SELECT NAME, SALARY FROM EMPLOYEES;","SELECT DEPTNO, SUM(SAL) AS SUM_SAL FROM EMP GROUP BY DEPTNO UNION ALL SELECT DEPARTMENT_ID, SUM(SALARY) FROM EMPLOYEES GROUP BY DEPARTMENT_ID;","4번 보기의 경우 DEPTNO와 DEPARTMENT_ID 컬럼의 데이터 유형이 다르기 때문에 에러가 발생한다. 1, 2번 보기의 경우 집합 연산 결과에 정렬을 하는 구문이므로 정상적으로 수행된다.",4
173,,,다음 중 실행이 불가능한 SQL을 고르시오.,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j619-1.png,,"INSERT INTO TAB1 VALUES(1000, 1234.5, '100', ' ');","INSERT INTO TAB1 VALUES(1000, 123.456, '2024-01-01', NULL);","INSERT INTO TAB1 VALUES(1000, 123.45, '100', 'ABC');","INSERT INTO TAB1 VALUES(1000, 12.345, 100, 'ABC');","NUMBER(5,2) 타입은 총 5자리 중 2자리를 소수점 자리로 사용하므로 정수 자리는 최대 3자리만 삽입 가능하다. 또한, 소수점 자리는 세 자리 이상 삽입은 가능하나 입력되는 것은 둘째 자리까지만 입력된다.",1
174,,,"(SQL Server) 다음 중 아래의 SQL과 동일한결과를 추출하는 SQL은?(단, 테이블 TAB1, TAB2의 PK 컬럼은 A, B 이다.)",https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j100-1.png,,"SELECT TAB1.A, TAB1.B FROM TAB1 WHERE NOT EXISTS (SELECT 'X' FROM TAB2 WHERE TAB1.A = TAB2.A AND TAB1.B = TAB2.B);","SELECT TAB2.A, TAB2.B FROM TAB1, TAB2 WHERE TAB1.A = TAB2.A AND TAB1.B = TAB2.B","SELECT TAB1.A, TAB1.B FROM TAB1 WHERE TAB1.A NOT IN (SELECT TAB2.A FROM TAB2) AND TAB1.B NOT IN (SELECT TAB2.B FROM TAB2);","SELECT TAB2.A, TAB2.B FROM TAB1, TAB2 WHERE TAB1.A〈〉TAB2.A AND TAB1.B〈〉TAB2.B",,1
175,,,다음 SQL문의 ( )를 완성하시오.,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j435-1.png,,"ㄱ: RANK(), ㄴ: DENSE_RANK()","ㄱ: DENSE_RANK(), ㄴ: ROW_NUMBER()","ㄱ : ROW_NUMBER(), ㄴ : RANK()","ㄱ : RANK(), ㄴ : ROW_NUMBER()",첫 번째 실행 결과는 급여가 동일하므로 같은 등수가 조회되었다. 따라서 RANK() 함수이다. 두 번째 실행 결과는 급여가 동일하지만 유일한 등수가 부여되었다. 따라서 ROW_NUMBER() 함수이다.,4
176,,,다음 주어진 테이블에서 해당 SQL문을 실행한 결과로 알맞은 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j496-1.png,"SELECT * FROM SQLD5 WHERE COL1 IN (1,2,NULL);",,,,,"NULL은 비교에서 애초에 제외되어 IN 연산자 안에 NULL이 있어도 비교 연산을 수행하지 않는다. 주어진 테이블의 COL1 속성값 1,2값을 갖는 튜플만 조회된다.",4
177,,,다음 문장이 차례대로 수행된 이후의 데이터 값으로 가장 적절한 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j667-1.png,"ALTER TABLE TAB1 ADD COL4 CHAR(5); ALTER TABLE TAB1 MODIFY COL4 DEFAULT 'AAA'; INSERT INTO TAB1 VALUES(4, 'D', 40, NULL); INSERT INTO TAB1(COL1, COL2, COL3) VALUES(5,'E',50);",,,,,"COL4 컬럼 추가 시, 기존 세 개의 행의 값은 NULL이 삽입된다. 그 이후 DEFAULT 값을 변경해도 이전에 삽입된 행은 반영되지 않고, 이후 삽입되는 행에 대해 적용된다. COL3에 DEFAULT 값이 설정되어 있다 하더라도 NULL을 직접 입력하면 NULL이 삽입되며, 마지막 INSERT 문장처럼 COL3의 값이 아예 입력되지 않을 경우만 DEFAULT VAULE로 삽입된다.",2
178,,,다음은 ABC기업에 대한 데이터베이스 모델링이다. 설명 중 올바른 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j532-1.png,,제품마스터에서 주문일자를 조회하기 위해서는 WHERE의 조건이 최소 4개이상이다.,제품마스터와 제품생산은 비식별 관계이다.,제품마스터와 주문이력을 조인하면 카텐시안 곱이 발생한다.,제품코드에 대한 배송지 정보는 제품마스터 테이블이 주문이력을 직접 조인하면 된다.,제품마스터와 주문이력을 직접 조인하면 조인키가 없으므로 카텐시안 곱이 발생한다.,3
179,,,주어진 테이블에서 해당 SQL문을 수행 시 결과값으로 조회되는 테이블은 무엇인가?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j473-1.png,"SELECT C2, SUM(C3) FROM SQLD_01 GROUP BY C2 HAVING COUNT(*) >= 2;",,,,,주어진 테이블에서 C2 칼럼으로 그룹화 했을 때 C2 칼럼별 튜플의 수가 2개 이상인 C2칼럼에 대해서 C3의 합계를 계산한다.,3
180,,,다음 중 Mytest 테이블에서 부서코드 400부터 상위 부서를 찾는 SQL문은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j280-1.png,,Select 상위부서코드 from Mytest where 부서코드 = 400 start with 상위부서코드 = 0 connect by prior 부서코드 = 상위부서코드;,Select 상위부서코드 from Mytest where 부서코드 = 400 start with 부서코드 = 50 connect by prior 부서코드 = 상위부서코드;,Select 상위부서코드 from Mytest where 부서코드 = 400 start with 상위부서코드 = 0 connect by prior 상위부서코드 = 부서코드;,Select 상위부서코드 from Mytest where 부서코드 = 400 start with 부서코드 = 50 connect by prior 상위부서코드 = 부서코드;,상위부서코드 0부터 시작하여 계층적으로 조회하는데 이때 where 조건으로 부서코드 = 400에 대한 상위부서코드 값을 찾을 수 있다. 계층 쿼리는 START WITH - CONNECT BY 로 전개가 완료된 후에 WHERE 등의 필터링이 실행된다.,1
181,,,"Oracle 환경에서 주어진 테이블을 아래의 결과와 같이 정렬하고자 할 때, SQL문의 빈칸에 들어갈 값을 고르시오.",https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j557-1.png,"SELECT C1,C2 FROM SQLD_02 ORDER BY C1,C2 DESC ( );",NULL LAST,NULLS LAST,NULL IS LAST,IS NULL,NULLS LAST는 NULL 값을 마지막에 정렬시키는 것이다.,2
182,,,다음 수행 결과로 가장 적절한 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j710-1.png,"SELECT DEPTNO, DNAME, LEVEL, CONNECT_BY_ROOT(DNAME) AS ROOT FROM DEPARTMENT START WITH PART IS NULL CONNECT BY PRIOR PART = DEPTNO;",,,,,"PRIOR의 위치가 PART에 있으므로 가장 최상위 학과(PART IS NULL)를 먼저 출력하고, 두 행의 PART를 DEPTNO 로 갖는 행을 찾지만 해당 행이 없으므로 최상위 학과인 공과대학과 인문대학만 출력된다.",3
183,,,다음 SQL 실행 결과로 알맞은 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j616-1.png,UPDATE EMPLOYEE E1 SET SAL = (SELECT MAX(SAL) FROM EMPLOYEE E2 WHERE E1.DNAME = E2.DNAME) WHERE SAL <= (SELECT AVG(SAL) FROM EMPLOYEE);,,,,,"전체 평균(4000)보다 급여가 낮은 직원들의 급여만 수정되므로 김길동 두 명의 급여는 수정되지 않는다. SET절은 각 행의 급여 수정 시 부서명을 확인하여 서브쿼리에서 해당 부서의 최대 급여를 찾아 수정하는 구문이다. 따라서 아시아지부는 모두 3000으로, 남유럽지부는 8000으로 수정된다.",2
184,,,"BSC는 기업의 성과를 균형있게 관리하는 성과관리 시스템이다. BSC는 KPI를 사용해서 기업을 평가하는데 KPI는 상위, 중위, 하위 등의 KPI로 세분화 된다. 다음의 KPIPOOL 테이블에서 특정 하나의 값에 대한 자신의 상위 KPI를 검색하는 SQL문으로 올바른 것은?(이때, 자신의 KPI는 SUBKPI이고, 상위 KPI는 MAINKPI이다.)",https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j469-1.png,,Select * from kpipool where subkpi = 30 start with mainkpi = 0 connect by prior subkpi = mainkpi;,Select * from kpipool start with mainkpi = 100 connect by prior subkpi = mainkpi;,Select * from kpipool where subkpi = 30 start with mainkpi = 0 connect by prior mainkpi = subkpi;,Select * from kpipool start with mainkpi = 0 connect by prior subkpi = mainkpi;,mainkpi가 0부터 출발하여 subkpi를 탐색한다. 그리고 subkpi가 30이면 출력시킨다. 이 때 subkpi 30에 대한 mainkpi 20번이 같이 출력된다.,1
